codigo_alimento,descricao_alimento
8511502,SALADA DE TRIGO
8511701,SALADA DE LEGUMES E VERDURAS
8511801,SALADA WALDORF
8511901,LASANHA / LAZANHA DE BERINGELA
8511902,LASANHA / LASANHA DE BERINGELA COM CARNE
8512001,LASANHA / LAZANHA COM FRUTOS DO MAR
8512101,LASANHA / LAZANHA DE FRANGO OU GALINHA
8512201,LASANHA / LAZANHA DE LEGUMES AO SUGO
8512301,LASANHA / LAZANHA DE QUEIJO E PRESUNTO
8512401,LASANHA / LAZANHA QUATRO QUEIJOS
8512701,CANELONE DE CARNE
8512801,CANELONE DE FRANGO
8512901,CANELONE DE QUEIJO
8513001,CANELONE DE QUEIJO E PRESUNTO
8513201,CANELONE DE RICOTA
8513301,CANELONE DE RICOTA COM ESPINAFRE
8570107,ARROZ COM FEIJAO
8570328,PAO COM MANTEIGA
8570329,PAO COM MARGARINA
8570330,PAO COM OVO
8570331,SANDUICHE DE OVO
8571110,"CARNE COM BATATA, INHAME, BATATA BAROA OU AIPIM"
8571111,"CARNE COM LEGUMES (EXCETO BATATA, INHAME E AIPIM)"
8571112,FRANGO COM BATATA / INHAME / BATATA BAROA / AIPIM
8571113,"FRANGO COM LEGUMES (EXCETO BATATA,INHAME E AIPIM)"
8578404,ABOBORA COM QUIABO
8579002,ARROZ CARRETEIRO / ARROZ TROPEIRO
8579003,MARIA ISABEL
8579004,ARROZ DE LEITE
8579005,ARROZ COM MANDIOCA
8579006,ARROZ COM OVO
8579007,CARNE DE BOI COM LEGUMES
8579008,COSTELA COM LEGUMES
8579009,ENSOPADINHO DE CARNE COM LEGUMES
8579011,GUISADO /  GUIZADO DE CARNE COM LEGUMES
8579012,REFOGADINHO DE CARNE COM LEGUMES
8579015,GUISADO /  GUIZADO DE FRANGO OU GALINHA COM LEGUMES
8579017,REFOGADINHO DE FRANGO OU GALINHA COM LEGUMES
8579019,ARROZ AO MOLHO PARDO / ARROZ DE CABIDELA
8579022,ARROZ CAIPIRA
8579023,ARROZ CHOP SUEY
8579024,ARROZ COM FRANGO E PEQUI
8579025,ARROZ COM FRUTOS DO MAR / ARROZ COM PEIXE
8579026,ARROZ COM JAMBU
8579027,ARROZ COM LEGUMES
8579029,ARROZ COM LENTILHA
8579030,ARROZ COM LINGUICA
8579031,ARROZ COM MACARRAO / ALETRIA / ALITRIA / CABELO DE ANJO
8579032,ARROZ COM NOZES / CASTANHA / BARU
8579033,ARROZ COM PEQUI
8579034,ARROZ COM SALSICHA / LINGUICA
8579035,ARROZ DE BROCOLIS / COUVE
8579036,ARROZ DE COCO
8579037,ARROZ DE FORNO
8579038,ARROZ COM FRANGO / ARROZ COM CAPOTE
8579039,ARROZ PIAMONTESE
8579040,BACALHOADA
8579041,BARREADO
8579042,BATATA COM MOLHO BRANCO E QUEIJO
8579043,BATATA RECHEADA
8579045,BATATA SUICA / BATATA ROSTIE / ROSTI
8579046,"BATATA, CENOURA E CHUCHU"
8579047,BERINJELA / BERINGELA RECHEADA COM LEGUMES E QUEIJO
8579048,BERINJELA / BERINGELA RECHEADA COM CARNE MOIDA
8579049,BERINJELA / BERINGELA RECHEADA COM FRANGO OU GALINHA
8579050,BIFE A PARMEGIANA
8579052,BIFE DE FRANGO OU GALINHA A PARMEGIANA
8579053,BOLINHA DE QUEIJO
8579054,BOLINHO DE ARROZ
8579055,BOLO DE BATATA COM CARNE
8579056,BOLO DE BATATA DOCE COM CARNE
8579057,BOLO DE BATATA COM FRANGO OU GALINHA
8579058,BOLO DE BATATA DOCE COM FRANGO OU GALINHA
8579059,BRUSCHETTA
8579060,CABRITO COM LEGUMES
8579061,CALDEIRADA DE CABRITO
8579062,CALDEIRADA DE CORDEIRO
8579063,CALDEIRADA DE CARNE COM LEGUMES E BATATA
8579064,CARNE COZIDA COM LEGUMES E BATATA
8579065,CARNE ENSOPADA COM LEGUMES E BATATA
8579066,CARNE REFOGADA COM LEGUMES E BATATA
8579067,ENSOPADINHO DE CARNE COM LEGUMES E BATATA
8579069,ENSOPADO DE CARNE COM LEGUMES E BATATA
8579070,CALDEIRADA DE FRUTOS DO MAR
8579071,CALDEIRADA DE PEIXE
8579072,CALDO DE PINTO
8579073,CAMARAO A BAIANA
8579076,FRUTO DO MAR AO LEITE DE COCO
8579078,CAMARAO COM CATUPIRY
8579079,CAMARAO COM MOLHO BRANCO
8579081,COCKTAIL DE CAMARAO
8579084,SIRI GRATINADO
8579086,CAMARAO ENSOPADO COM CHUCHU / LEGUMES
8579087,FRUTO DO MAR ENSOPADO COM LEGUMES
8579088,CAMARAO NA ABOBORA / MORANGA
8579090,CANAPE NAO ESPECIFICADO
8579091,CANJIQUINHA DE MILHO COM COSTELINHA DE PORCO
8579092,CAPONATA DE BERINJELA
8579095,CARIBEU (CARNE SECA COM MANDIOCA)
8579096,CARNE ASSADA RECHEADA
8579099,CARNE RECHEADA COM LEGUMES E OU LINGUICA
8579100,CARNE RECHEADA COM QUEIJO E PRESUNTO
8579103,CARNE COM PEQUI
8579105,CARNE DE PORCO COM LEGUMES
8579106,CARNE SUINA / CARNE DE PORCO COM LEGUMES
8579108,CARNE DE PORCO NO TUCUPI
8579109,CARNE DE SOL COM LEGUMES
8579110,CARNE SECA COM ABOBORA / LEGUMES
8579111,CHARQUE COM LEGUMES
8579113,CARNE DE SOL COM MACAXEIRA
8579114,CARNE DESFIADA
8579115,CARNE LOUCA / MALUCA
8579117,CARNE NO TUCUPI
8579119,CASQUINHA DE FRUTO DO MAR
8579120,CASQUINHA DE CAMARAO
8579121,CASQUINHA DE CARANGUEJO
8579122,CASQUINHA DE MARISCOS
8579123,CASQUINHA DE SIRI
8579124,CESTINHA DE FRUTOS DO MAR
8579125,CESTINHA DE CAMARAO
8579128,CORDEIRO COM LEGUMES
8579130,CREME DE ABOBORA COM CARNE
8579131,CREME DE CENOURA
8579132,CREME DE ESPINAFRE
8579133,DOBRADINHA COM FEIJAO BRANCO
8579135,EFO (BAHIA)
8579136,ENSOPADINHO DE LEGUMES
8579137,JARDINEIRA DE LEGUMES
8579138,ENSOPADINHO DE LINGUICA COM BATATA
8579139,ENSOPADINHO DE LINGUICA COM LEGUMES
8579140,ENTREVERO DE PINHAO
8579141,FILE DE PEIXE A PARMEGIANA
8579142,FILE DE PEIXE AO CREME
8579146,FRANGO CAIPIRA
8579147,FRANGO ENSOPADO
8579149,FRANGO OU GALINHA COM PEQUI
8579150,FRANGO OU GALINHA AO MOLHO PARDO / GALINHA DE CABIDELA
8579151,FRANGO OU GALINHA DE CABIDELA
8579153,FRANGO OU GALINHA COM QUIABO
8579154,FRANGO OU GALINHA NO TUCUPI
8579158,FRANGO OU GALINHA XADREZ
8579159,FRICASSE DE CARNE MOIDA
8579160,FRICASSE DE FRANGO OU GALINHA
8579161,FRIGIDEIRA DE PEIXE
8579162,HOT FILADELFIA
8579163,ISCA DE JACARE A MILANESA
8579164,JARDINEIRA DE CARNE DE SOJA
8579165,JARDINEIRA DE FRANGO OU GALINHA
8579166,JARDINEIRA DE LEGUMES COM CARNE
8579167,LAGARTO RECHEADO COM CENOURA
8579168,LAGARTO RECHEADO COM LINGUICA
8579169,LEGUMES A PARMEGIANA
8579170,LEGUMES GRATINADOS
8579171,LEGUMES RECHEADOS COM CARNE
8579172,LEITAO NO TUCUPI
8579173,LENTILHA COM BACON
8579174,LENTILHA COM LINGUICA
8579175,LINGUA BOVINA RECHEADA COM LEGUMES
8579176,LOMBO RECHEADO COM LEGUMES
8579177,LOMBO RECHEADO COM LINGUICA
8579183,LULA ENSOPADA COM LEGUMES
8579184,LULA RECHEADA COM CAMARAO
8579185,MAO DE VACA
8579186,MARISCADA
8579187,MARISCO ENSOPADO COM LEGUMES
8579188,MARISCO GRATINADO COM MOLHO BRANCO
8579189,MARISCO LAMBE-LAMBE
8579190,MATAMBRE RECHEADO
8579191,MISSOSHIRO
8579192,MOUSSE DE CAMARAO
8579193,MOUSSE DE PEIXE
8579194,MOUSSE DE SALMAO
8579195,MUJICA / MOJICA A CUIABANA
8579196,MUJICA / MOJICA DE PEIXE
8579198,MUSSAKA
8579199,MUSSAKA VEGETARIANA
8579201,PACA ASSADA A PURURUCA
8579202,PACOCA DE PINHAO
8579204,PAELLA
8579205,PATO NO TUCUPI
8579206,PEIXADA
8579207,PEIXE A PARMEGIANA
8579209,PEIXE ASSADO COM LEGUMES E BATATAS
8579210,PEIXE ENSOPADO COM BATATAS
8579211,PEIXE ENSOPADO COM LEGUMES E BATATA
8579212,PEIXE AO LEITE DE COCO
8579213,PEIXE ASSADO RECHEADO COM FAROFA
8579218,PEIXE GRATINADO
8579219,PEIXE COM CAMARAO
8579221,PETISCO DE JACARE
8579222,PICADINHO DE CARNE
8579224,PIMENTAO RECHEADO
8579230,POLPETTONE / POLPETONE
8579232,"SUFLE DE LEGUMES (CHUCHU, CENOURA, ALHO-PORO)"
8579233,QUICHE DE ESPINAFRE
8579235,QUIBE ASSADO / QUIBE DE FORNO
8579236,QUIBE CRU
8579237,QUIBE VEGETARIANO
8579238,QUICHE DE ALHO PORO
8579239,"QUICHE DE PEIXES (SALMAO, ATUM, SARDINHA ETC)"
8579242,RABADA COM AGRIAO E BATATA
8579243,RATATOUILLE
8579244,REFOGADINHO DE LEGUMES
8579245,RISOTO DE CAMARAO
8579246,RISOTO DE FRUTOS DO MAR
8579247,RISOTO DE FUNGUI  (FUNGHI)
8579248,RISOTO DE LEGUMES
8579249,ROLINHO DE PRIMAVERA
8579250,HARUMAKI DE FRUTO DO MAR
8579251,HARUMAKI DE PEIXE
8579253,RONDELE DE CARNE
8579254,RONDELE DE FRANGO
8579256,RONDELE / RONDELI / RONDELLE
8579257,RONDELE DE CAMARAO
8579259,RONDELE DE QUEIJO E PRESUNTO
8579261,RONDELE DE RICOTA COM ESPINAFRE
8579262,"ROUPA VELHA (CARNE SECA, CARNE, PEIXE)"
8579266,SAGU AO VINHO TINTO
8579268,STEAK TARTARE
8579269,SUFLE DE BACALHAU
8579270,SUFLE DE CAMARAO
8579272,SUFLE DE FRANGO OU GALINHA
8579280,TEMAKI
8579281,TEMPURA DE CAMARAO
8579282,TEMPURA LEGUMES
8579283,TEMPURA NAO ESPECIFICADO
8579284,TOMATE RECHEADO
8579285,TRANCA SALGADA RECHEADA
8579286,VIRADO
8579290,XINXIM DE BOFE
8579291,XINXIM DE FRANGO OU GALINHA
8580001,PRATO FEITO
8580101,MEXIDO
8580201,CUSCUZ DE ARROZ
8580301,"SALADA DE LEGUMES, VERDURAS E FRUTAS"
8580401,PAO COM LINGUICA
8580501,PAO COM TUCUMA
8581001,CAFE COM PAO
8581101,CAFE COM BOLO/ BISCOITO/ BOLACHA
8581201,LEITE COM PAO OU BISCOITO/ BOLACHA
8581301,SOPA INSTANTANEA
8581401,MACARAO COM OVO
8581501,MACARRAO COM CAMARAO
8581502,MACARRAO COM FRUTOS DO MAR
8581503,MACARRAO COM QUEIJO
8581504,MACARRAO AO ALHO E OLEO
8581505,MACARRAO COM FRANGO OU GALINHA
8581506,MACARRAO COM LEGUMES
8581507,MACARRAO COM LINGUICA
8581508,MACARRAO COM MOLHO BRANCO
8581509,MACARRAO CREMOSO / SUGO / TOMATE
8581510,MACARRAO GRATINADO
8581511,MACARRAO COM SALSICHA
8581601,STROGONOFF / ESTROGONOFE DE CAMARAO
8581602,STROGONOFF / ESTROGONOFE DE CARNE
8581603,STROGONOFF / ESTROGONOFE DE CARNE DE SOJA
8581604,STROGONOFF / ESTROGONOFE DE FRANGO OU GALINHA
8581701,YAKISSOBA DE CARNE
8581702,YAKISSOBA DE FRANGO
8581703,YAKISSOBA DE FRUTOS DO MAR
8581704,YAKISSOBA DE CAMARAO
8581705,YAKISSOBA DE PEIXE
8581706,YAKISSOBA DE LEGUMES
8581707,YAKISSOBA DE SOJA
8581801,CASSOULET
8581901,FEIJAO COM CARNES
8581902,FEIJAO COM BACON
8581903,FEIJAO COM LINGUICA
8581904,FEIJOADA DE FRUTOS DO MAR
8581905,FEIJOADA VEGETARIANA
8582001,MAIONESE DE CAMARAO
8582101,TORTA CAIPIRA
8582102,TORTA DE FRANGO OU GALINHA
8582103,TORTA DE CARNE
8582104,TORTA DE CARNE E LEGUMES
8582105,TORTA DE CARNE E QUEIJO
8582106,TORTA DE CARNE SECA
8582107,TORTA DE BACALHAU
8582108,TORTA DE CAMARAO / FRUTOS DO MAR
8582109,TORTA DE PEIXE / ATUM / SARDINHA
8582110,TORTA DE LEGUMES
8582111,TORTA DE PRESUNTO E QUEIJO
8582112,TORTA DE QUEIJO / RICOTA
8582201,TORTA CAPIXABA
8582301,ROCAMBOLE SALGADO
8582302,ROCAMBOLE DE CARNE
8582303,ROCAMBOLE DE FRANGO OU GALINHA
8800109,PALMA
